concept_A,concept_B,label
pythagorean_theorem,pythagorean_trigonometric_identity,0
multiplication,matrix_multiplication,0
rotation_of_axes,geometry,1
curve,conic_section,0
interval_(mathematics),real_line,0
matrix_(mathematics),main_diagonal,0
logarithm,base_(exponentiation),1
mathematics,parity_(mathematics),0
cross_product,multiplication,1
real_number,vector_(mathematics_and_physics),0
trigonometry,trigonometric_substitution,0
scientific_notation,integer,0
scientific_notation,natural_logarithm,0
constant_function,zero_of_a_function,0
geometric_series,series_(mathematics),1
polar_coordinate_system,coordinate_system,1
function_composition,real_number,0
absolute_value,sign_(mathematics),1
summation,mathematics,1
position_(vector),real_number,0
binomial,mathematics,1
logarithm,nth_root,0
curve,secant_line,0
determinant,vector_(mathematics_and_physics),0
multiplication,exponential_growth,0
vertical_line_test,mathematics,1
arithmetic,descartes'_rule_of_signs,0
scalar_multiplication,addition,0
circular_motion,mathematics,1
number,homogeneous_polynomial,0
plane_curve,curve,1
mathematics,right_angle,0
operation_(mathematics),mathematics,1
coordinate_system,mathematics,1
constant_function,function_(mathematics),1
arithmetic,partial_fraction_decomposition,0
degree_of_a_polynomial,addition,1
zero_(complex_analysis),real_number,1
integer,rational_root_theorem,0
geometry,real_line,0
multiplication,base_(exponentiation),0
algebraic_operation,number,1
mathematics,rotation_of_axes,0
right_triangle,mathematics,1
square_(algebra),algebra,1
union_(set_theory),addition,0
rational_root_theorem,polynomial,1
exponentiation,base_(exponentiation),0
algebraic_expression,nth_root,0
constant_function,mathematics,1
complex_plane,plane_(geometry),1
real_number,distance,0
square_root,domain_of_a_function,0
mathematics,geometry,0
mathematics,quadratic_equation,0
open_set,function_(mathematics),0
negative_number,integer,0
union_(set_theory),open_set,0
function_(mathematics),mathematics,1
algebraic_expression,exponentiation,1
square_root,natural_logarithm,0
base_(exponentiation),mathematics,1
curve,mathematics,1
floor_and_ceiling_functions,real_number,0
geometry,spherical_law_of_cosines,0
range_(mathematics),inverse_function,0
matrix_multiplication,number,1
number,binomial_coefficient,0
angle,degree_(angle),0
even_and_odd_functions,division_(mathematics),0
number,e_(mathematical_constant),0
circle,unit_circle,0
constant_function,degree_of_a_polynomial,0
linear_equation,linear_inequality,0
rational_root_theorem,equality_(mathematics),1
complex_number,equation_solving,0
exponential_growth,arithmetic,1
product_(mathematics),mathematics,1
multiplication,descartes'_rule_of_signs,0
trigonometry,sine_wave,0
partial_fraction_decomposition,number,1
number,negative_number,0
imaginary_number,number,1
homogeneous_polynomial,multiplication,1
division_(mathematics),distributive_property,0
synthetic_division,arithmetic,1
minor_(linear_algebra),matrix_multiplication,0
arithmetic,empty_sum,0
amplitude,simple_harmonic_motion,0
inequality_(mathematics),domain_of_a_function,0
linear_function,calculus,1
multiplicative_inverse,division_(mathematics),1
plane_(geometry),orientation_(geometry),0
arithmetic,addition,0
natural_logarithm,base_(exponentiation),1
zero_of_a_function,multiplicative_inverse,0
determinant,elementary_matrix,0
rational_number,division_(mathematics),0
square_root,mathematics,1
square_matrix,imaginary_number,0
slope,mathematics,1
function_(mathematics),natural_logarithm,0
prime_number,fundamental_theorem_of_algebra,0
logarithm,binary_logarithm,0
parity_(mathematics),scientific_notation,0
synthetic_division,polynomial,1
product_(mathematics),multiplication,1
arithmetic,binomial_theorem,0
identity_matrix,square_matrix,1
formula,mathematics,1
law_of_sines,mathematics,1
scalar_multiplication,mathematics,1
exponential_function,degree_of_a_polynomial,0
complex_number,nth_root,0
negative_number,number,1
square_root,complex_number,0
function_(mathematics),cubic_function,0
number,natural_number,0
scalar_multiplication,matrix_(mathematics),0
complex_number,quadratic_equation,0
graph_of_a_function,slope,0
rational_function,polynomial_long_division,0
domain_of_a_function,zero_of_a_function,0
geometry,plane_curve,0
scalar_multiplication,vector_space,1
quadratic_function,function_(mathematics),1
law_of_sines,trigonometry,1
transformation_(function),hyperbola,0
focus_(geometry),conic_section,0
number,empty_set,0
division_by_zero,arithmetic,1
addition,scientific_notation,0
number,floor_and_ceiling_functions,0
rational_number,binary_logarithm,0
exponential_function,sine,0
exponentiation,nth_root,0
partial_fraction_decomposition,rational_function,0
floor_and_ceiling_functions,scientific_notation,0
multiplicative_inverse,arithmetic,1
mathematics,list_of_mathematical_symbols,0
function_(mathematics),linear_inequality,0
piecewise,interval_(mathematics),0
extended_real_number_line,real_number,1
complex_plane,mathematics,1
line_(geometry),mathematics,1
geometry,vector_field,0
binomial_theorem,binomial,1
determinant,square_matrix,1
union_(set_theory),closed_set,0
addition,fundamental_theorem_of_algebra,0
curve,geometry,1
equality_(mathematics),quadratic_equation,0
vertical_line_test,graph_of_a_function,1
coordinate_system,polar_coordinate_system,0
line–line_intersection,mathematics,1
arithmetic,product_topology,0
square_root,degree_of_a_polynomial,0
cartesian_coordinate_system,analytic_geometry,0
equality_(mathematics),equation_solving,0
arithmetic,multiplication,0
matrix_(mathematics),elementary_matrix,0
number,product_topology,0
factorization,mathematics,1
inverse_trigonometric_functions,multiplicative_inverse,0
binomial_coefficient,integer,1
square_matrix,matrix_(mathematics),1
algebra,fundamental_theorem_of_algebra,0
square_matrix,square_(algebra),0
algebra,square_(algebra),0
ellipse,mathematics,1
linear_equation,system_of_linear_equations,0
line_segment,mathematics,1
arithmetic,natural_logarithm,0
complex_number,domain_of_a_function,0
integer,division_(mathematics),0
coordinate_system,change_of_variables,0
ellipse,geometry,1
image_(mathematics),function_(mathematics),1
basis_(linear_algebra),number,1
geometry,ellipse,0
polynomial_long_division,graph_of_a_function,0
mathematics,inequality_(mathematics),0
number,rotation_of_axes,0
sign_(mathematics),algebra,0
equation,number,1
circular_motion,curve,1
parity_(mathematics),mathematics,1
rationalisation_(mathematics),complex_number,0
function_(mathematics),multiplicative_inverse,0
determinant,vector_field,0
number,equation,0
line_(geometry),law_of_sines,0
mathematics,secant_line,0
exponentiation,logarithm,0
geometry,asymptote,0
geometry,complex_plane,0
symmetry,mathematics,0
base_(exponentiation),exponentiation,1
vector_(mathematics_and_physics),vector_space,0
maxima_and_minima,injective_function,0
function_composition,domain_of_a_function,0
graph_of_a_function,mathematics,1
vertical_line_test,domain_of_a_function,0
binary_logarithm,multiplication,1
multiplication,partial_fraction_decomposition,0
fundamental_theorem_of_algebra,complex_number,1
equation,simultaneous_equations,0
pythagorean_trigonometric_identity,trigonometry,1
union_(set_theory),integer,0
multiplication,subtraction,0
mathematics,plane_curve,0
analytic_geometry,equation,1
complex_number,interval_(mathematics),0
slope,analytic_geometry,0
elementary_matrix,main_diagonal,1
graph_of_a_function,analytic_geometry,0
number,descartes'_rule_of_signs,0
negative_number,real_number,0
addition,subtraction,0
exponentiation,unit_circle,0
law_of_sines,polygon,1
linear_function,linear_inequality,0
line_(geometry),vector_field,0
polynomial_long_division,mathematics,1
floor_and_ceiling_functions,number,1
unit_circle,geometry,1
coordinate_system,analytic_geometry,0
addition,real_number,0
mathematics,quadratic_function,0
mathematics,extended_real_number_line,0
multiplication,distributive_property,0
scalar_multiplication,work_(physics),0
polynomial,quadratic_function,0
integer,homogeneous_polynomial,0
area,cone,0
dot_product,number,1
mathematics,mathematical_induction,0
integer,nth_root,0
quadratic_formula,number,1
logarithm,function_(mathematics),0
list_of_mathematical_symbols,mathematics,1
equality_(mathematics),inequality_(mathematics),0
focus_(geometry),geometry,1
vertical_line_test,line_(geometry),1
line_(geometry),curve,0
exponentiation,complex_number,0
sine,identity_(mathematics),0
quadratic_function,quadratic_equation,0
equality_(mathematics),linear_inequality,0
curve,circular_motion,0
cone,line_(geometry),1
vector_field,vector_(mathematics_and_physics),1
multiplication,factorization,0
origin_(mathematics),point_(geometry),1
multiplication,exponential_function,0
mathematics,equation,0
multiplication,arithmetic,1
displacement_(vector),force,0
curve,circle,0
sum,number,1
square_matrix,determinant,0
pythagorean_theorem,analytic_geometry,0
function_(mathematics),graph_of_a_function,0
domain_of_a_function,function_(mathematics),1
arithmetic_mean,arithmetic,1
logarithm,multiplication,1
floor_and_ceiling_functions,mathematics,1
mathematics,division_(mathematics),0
zero_of_a_function,function_(mathematics),1
polynomial,synthetic_division,0
geometry,solution_of_triangles,0
semi-major_axis,focus_(geometry),0
natural_logarithm,number,1
mathematics,focus_(geometry),0
inverse_trigonometric_functions,domain_of_a_function,0
exponential_function,number,1
edge,point_(geometry),1
minor_(linear_algebra),determinant,1
complex_number,pythagorean_theorem,0
mathematics,binomial,0
line_segment,focus_(geometry),0
cubic_function,mathematics,1
polynomial,algebraic_expression,0
natural_number,geometry,0
exponential_function,slope,0
piecewise,maxima_and_minima,0
binomial_theorem,number,1
number,division_(mathematics),0
function_composition,natural_number,0
empty_set,set_(mathematics),1
interval_(mathematics),multiplicative_inverse,0
real_number,empty_set,0
line_(geometry),system_of_linear_equations,0
open_set,rational_number,0
arithmetic,fundamental_theorem_of_algebra,0
product_topology,multiplication,1
arithmetic,scalar_multiplication,0
fundamental_theorem_of_algebra,polynomial,1
summation,addition,1
geometry,focus_(geometry),0
cone,eccentricity_(mathematics),0
vector_space,scalar_multiplication,0
sum,mathematics,1
unit_circle,inverse_trigonometric_functions,0
mathematics,algebraic_operation,0
mathematics,solution_of_triangles,0
eccentricity_(mathematics),mathematics,1
system_of_linear_equations,number,1
division_(mathematics),binary_logarithm,0
simultaneous_equations,equation,1
descartes'_rule_of_signs,mathematics,1
fundamental_theorem_of_algebra,multiplication,1
mathematics,trigonometry,0
subtraction,division_(mathematics),0
algebra,basis_(linear_algebra),0
sine,real_number,0
multiplication,product_topology,0
equality_(mathematics),parametric_equation,0
matrix_ring,arithmetic,1
plane_curve,mathematics,1
multiplication,even_and_odd_functions,0
circle,circular_sector,0
perpendicular,mathematics,1
open_set,real_line,0
rotation_of_axes,coordinate_system,1
eccentricity_(mathematics),geometry,1
even_and_odd_functions,domain_of_a_function,0
exponential_growth,common_logarithm,0
polynomial,slope,0
arithmetic,polynomial_long_division,0
coordinate_system,circle,0
mathematics,spherical_law_of_cosines,0
exponential_function,function_(mathematics),1
integer,quadratic_formula,0
partial_fraction_decomposition,polynomial,1
quadratic_equation,degree_of_a_polynomial,0
addition,synthetic_division,0
trigonometry,trigonometric_functions,0
arithmetic,binomial,0
elementary_matrix,square_matrix,1
line–line_intersection,geometry,1
number,complex_number,0
function_(mathematics),linear_function,0
quadratic_equation,equation,1
mathematics,expression_(mathematics),0
secant_line,mathematics,1
mathematics,fundamental_theorem_of_algebra,0
floor_and_ceiling_functions,mathematical_proof,0
square_root,number,1
mereology,mathematics,1
polynomial,rational_number,0
mathematics,limit_of_a_function,0
line_(geometry),circular_motion,0
line_segment,law_of_sines,0
equality_(mathematics),differential_equation,0
quadratic_equation,sine,0
mathematics,basis_(linear_algebra),0
logarithm,integer,0
equation_solving,nth_root,0
natural_logarithm,exponentiation,1
complex_conjugate,complex_number,1
inverse_trigonometric_functions,function_(mathematics),1
multiplication,degree_of_a_polynomial,0
binomial,polynomial,1
multiplication,binomial_theorem,0
degree_(angle),geometry,1
polynomial,division_(mathematics),0
real_number,rational_number,0
limit_(mathematics),calculus,1
limit_of_a_function,mathematics,1
number,sum,0
origin_(mathematics),mathematics,1
multiplication,fundamental_theorem_of_algebra,0
real_number,system_of_linear_equations,0
degree_of_a_polynomial,zero_of_a_function,0
spherical_law_of_cosines,perpendicular,0
line_(geometry),plane_curve,0
addition,empty_sum,0
linear_function,graph_of_a_function,0
number,subtraction,0
determinant,matrix_(mathematics),1
number,complex_conjugate,0
product_(mathematics),product_topology,0
inequality_(mathematics),number,1
factorization,number,1
semi-minor_axis,conic_section,0
rational_number,set-builder_notation,0
exponential_function,natural_logarithm,0
mathematics,cone,0
orientation_(geometry),plane_(geometry),1
set_(mathematics),e_(mathematical_constant),0
trigonometric_substitution,mathematics,1
square_root,common_logarithm,0
number,nth_root,0
function_composition,transformation_(function),0
subtraction,inequality_(mathematics),0
